Facility Name,State,Condition,Excess Ratio,Predicted Rate,Expected Rate,Number of Readmissions,Variance,Above/Below National Flag
FIRELANDS REGIONAL MEDICAL CENTER,OH,READM-30-PN-HRRP,0.9994,15.7851,15.7952,35,-0.0101,At/Below National
FIRELANDS REGIONAL MEDICAL CENTER,OH,READM-30-HF-HRRP,0.965,17.5146,18.1497,62,-0.6351,At/Below National
FIRELANDS REGIONAL MEDICAL CENTER,OH,READM-30-COPD-HRRP,0.9748,16.1938,16.6126,20,-0.4188,At/Below National
FIRELANDS REGIONAL MEDICAL CENTER,OH,READM-30-AMI-HRRP,0.9775,11.539,11.8044,19,-0.2654,At/Below National
KETTERING HEALTH GREENE MEMORIAL,OH,READM-30-HF-HRRP,1.0387,19.8888,19.1477,13,0.7411,Above National
AKRON GENERAL MEDICAL CENTER,OH,READM-30-PN-HRRP,1.067,18.4421,17.284,110,1.1581,Above National
AKRON GENERAL MEDICAL CENTER,OH,READM-30-HF-HRRP,1.0281,20.2442,19.6904,121,0.5538,Above National
AKRON GENERAL MEDICAL CENTER,OH,READM-30-COPD-HRRP,0.9768,19.3131,19.7724,30,-0.4593,At/Below National
AKRON GENERAL MEDICAL CENTER,OH,READM-30-AMI-HRRP,0.8797,11.7405,13.3457,20,-1.6052,At/Below National
WOOD COUNTY HOSPITAL,OH,READM-30-HF-HRRP,1.0091,17.9126,17.7508,18,0.1618,Above National
GRAND LAKE HEALTH SYSTEM,OH,READM-30-PN-HRRP,0.9947,15.1416,15.2223,16,-0.0807,At/Below National
GRAND LAKE HEALTH SYSTEM,OH,READM-30-HF-HRRP,0.9889,18.7196,18.9295,23,-0.2099,At/Below National
MOUNT CARMEL EAST & WEST,OH,READM-30-PN-HRRP,1.0285,15.9607,15.519,86,0.4417,Above National
MOUNT CARMEL EAST & WEST,OH,READM-30-HF-HRRP,0.9646,19.4891,20.2045,137,-0.7154,At/Below National
MOUNT CARMEL EAST & WEST,OH,READM-30-COPD-HRRP,1.0366,20.0757,19.3677,38,0.708,Above National
MOUNT CARMEL EAST & WEST,OH,READM-30-AMI-HRRP,1.1117,14.4429,12.9918,39,1.4511,Above National
WOOSTER COMMUNITY HOSPITAL,OH,READM-30-PN-HRRP,1.0026,15.7021,15.6612,22,0.0409,Above National
WOOSTER COMMUNITY HOSPITAL,OH,READM-30-HF-HRRP,0.9917,18.6234,18.7795,43,-0.1561,At/Below National
WOOSTER COMMUNITY HOSPITAL,OH,READM-30-COPD-HRRP,0.9914,18.5388,18.6991,13,-0.1603,At/Below National
WOOSTER COMMUNITY HOSPITAL,OH,READM-30-AMI-HRRP,0.9692,12.975,13.3871,12,-0.4121,At/Below National
GENESIS HOSPITAL,OH,READM-30-PN-HRRP,0.9748,17.2353,17.68,92,-0.4447,At/Below National
GENESIS HOSPITAL,OH,READM-30-HF-HRRP,0.9371,19.7374,21.0627,114,-1.3253,At/Below National
GENESIS HOSPITAL,OH,READM-30-COPD-HRRP,1.0614,21.0496,19.8315,48,1.2181,Above National
GENESIS HOSPITAL,OH,READM-30-AMI-HRRP,0.8701,12.696,14.5913,31,-1.8953,At/Below National
KNOX COMMUNITY HOSPITAL,OH,READM-30-PN-HRRP,0.9811,16.0057,16.3138,24,-0.3081,At/Below National
KNOX COMMUNITY HOSPITAL,OH,READM-30-HF-HRRP,1.0422,19.9451,19.1384,42,0.8067,Above National
KNOX COMMUNITY HOSPITAL,OH,READM-30-COPD-HRRP,0.973,19.7058,20.2517,16,-0.5459,At/Below National
PARMA COMMUNITY GENERAL HOSPITAL,OH,READM-30-PN-HRRP,1.0683,17.3096,16.2026,76,1.107,Above National
PARMA COMMUNITY GENERAL HOSPITAL,OH,READM-30-HF-HRRP,0.9226,17.5392,19.0114,80,-1.4722,At/Below National
PARMA COMMUNITY GENERAL HOSPITAL,OH,READM-30-COPD-HRRP,1.0021,19.7019,19.6611,22,0.0408,Above National
PARMA COMMUNITY GENERAL HOSPITAL,OH,READM-30-AMI-HRRP,1.0186,12.7917,12.5587,23,0.233,Above National
WAYNE HOSPITAL,OH,READM-30-HF-HRRP,1.0303,18.5012,17.9564,20,0.5448,Above National
MCCULLOUGH-HYDE MEMORIAL HOSPITAL,OH,READM-30-PN-HRRP,1.0934,16.5304,15.119,17,1.4114,Above National
MCCULLOUGH-HYDE MEMORIAL HOSPITAL,OH,READM-30-HF-HRRP,1.0129,17.7369,17.5111,14,0.2258,Above National
UNIVERSITY OF TOLEDO MEDICAL CENTER,OH,READM-30-PN-HRRP,1.0105,18.2951,18.1058,15,0.1893,Above National
UNIVERSITY OF TOLEDO MEDICAL CENTER,OH,READM-30-HF-HRRP,1.0141,20.6459,20.3594,33,0.2865,Above National
UNIVERSITY OF TOLEDO MEDICAL CENTER,OH,READM-30-AMI-HRRP,1.0572,15.2193,14.3959,12,0.8234,Above National
MIAMI VALLEY HOSPITAL,OH,READM-30-PN-HRRP,1.1182,17.6439,15.7782,110,1.8657,Above National
MIAMI VALLEY HOSPITAL,OH,READM-30-HF-HRRP,1.0659,20.5344,19.2649,215,1.2695,Above National
MIAMI VALLEY HOSPITAL,OH,READM-30-COPD-HRRP,1.0548,19.0282,18.0399,48,0.9883,Above National
MIAMI VALLEY HOSPITAL,OH,READM-30-CABG-HRRP,0.9365,10.5691,11.2861,12,-0.717,At/Below National
MIAMI VALLEY HOSPITAL,OH,READM-30-AMI-HRRP,1.0564,13.8509,13.1118,54,0.7391,Above National
HOLZER MEDICAL CENTER,OH,READM-30-PN-HRRP,0.9702,17.4112,17.9463,31,-0.5351,At/Below National
HOLZER MEDICAL CENTER,OH,READM-30-HF-HRRP,0.9668,20.5789,21.2862,41,-0.7073,At/Below National
HOLZER MEDICAL CENTER,OH,READM-30-COPD-HRRP,0.9803,20.4589,20.8697,19,-0.4108,At/Below National
HOLZER MEDICAL CENTER,OH,READM-30-AMI-HRRP,0.9802,12.879,13.139,14,-0.26,At/Below National
TRUMBULL REGIONAL MEDICAL CENTER,OH,READM-30-PN-HRRP,1.0031,16.2344,16.1849,33,0.0495,Above National
TRUMBULL REGIONAL MEDICAL CENTER,OH,READM-30-HF-HRRP,1.007,18.9517,18.8201,49,0.1316,Above National
TRUMBULL REGIONAL MEDICAL CENTER,OH,READM-30-COPD-HRRP,0.9737,18.484,18.9835,15,-0.4995,At/Below National
TRUMBULL REGIONAL MEDICAL CENTER,OH,READM-30-AMI-HRRP,1.0167,14.2398,14.0063,25,0.2335,Above National
MERCY HEALTH - FAIRFIELD HOSPITAL,OH,READM-30-PN-HRRP,1.0315,16.8439,16.3298,55,0.5141,Above National
MERCY HEALTH - FAIRFIELD HOSPITAL,OH,READM-30-HF-HRRP,1.0119,20.4205,20.18,96,0.2405,Above National
MERCY HEALTH - FAIRFIELD HOSPITAL,OH,READM-30-COPD-HRRP,0.9381,16.7967,17.9042,22,-1.1075,At/Below National
MERCY HEALTH - FAIRFIELD HOSPITAL,OH,READM-30-AMI-HRRP,1.0177,13.9291,13.6865,17,0.2426,Above National
MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,OH,READM-30-PN-HRRP,1.0429,14.4538,13.8588,25,0.595,Above National
MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,OH,READM-30-HF-HRRP,0.9699,17.2129,17.7467,27,-0.5338,At/Below National
METROHEALTH SYSTEM,OH,READM-30-PN-HRRP,1.0551,16.9589,16.0738,34,0.8851,Above National
METROHEALTH SYSTEM,OH,READM-30-HF-HRRP,0.9797,20.0179,20.4337,63,-0.4158,At/Below National
METROHEALTH SYSTEM,OH,READM-30-COPD-HRRP,0.9125,18.1778,19.9216,15,-1.7438,At/Below National
ST ELIZABETH YOUNGSTOWN HOSPITAL,OH,READM-30-PN-HRRP,1.0439,17.738,16.992,67,0.746,Above National
ST ELIZABETH YOUNGSTOWN HOSPITAL,OH,READM-30-HF-HRRP,1.1123,22.451,20.1841,137,2.2669,Above National
ST ELIZABETH YOUNGSTOWN HOSPITAL,OH,READM-30-COPD-HRRP,1.0149,17.9844,17.7205,25,0.2639,Above National
ST ELIZABETH YOUNGSTOWN HOSPITAL,OH,READM-30-AMI-HRRP,0.9073,12.4627,13.7357,35,-1.273,At/Below National
FISHER-TITUS HOSPITAL,OH,READM-30-PN-HRRP,0.9286,15.0235,16.1794,18,-1.1559,At/Below National
FISHER-TITUS HOSPITAL,OH,READM-30-HF-HRRP,1.0724,20.5087,19.1247,40,1.384,Above National
FISHER-TITUS HOSPITAL,OH,READM-30-COPD-HRRP,1.0221,17.9067,17.5198,28,0.3869,Above National
MERCY HEALTH-ST RITA'S MEDICAL CENTER,OH,READM-30-PN-HRRP,1.028,18.5047,18.001,105,0.5037,Above National
MERCY HEALTH-ST RITA'S MEDICAL CENTER,OH,READM-30-HF-HRRP,0.8975,19.5474,21.7787,133,-2.2313,At/Below National
MERCY HEALTH-ST RITA'S MEDICAL CENTER,OH,READM-30-COPD-HRRP,0.9304,17.8412,19.1766,30,-1.3354,At/Below National
MERCY HEALTH-ST RITA'S MEDICAL CENTER,OH,READM-30-AMI-HRRP,0.9974,14.8825,14.9212,28,-0.0387,At/Below National
PROMEDICA TOLEDO HOSPITAL,OH,READM-30-PN-HRRP,0.9531,16.7111,17.5342,111,-0.8231,At/Below National
PROMEDICA TOLEDO HOSPITAL,OH,READM-30-HF-HRRP,0.917,18.885,20.5944,158,-1.7094,At/Below National
PROMEDICA TOLEDO HOSPITAL,OH,READM-30-COPD-HRRP,0.9523,17.7774,18.6676,37,-0.8902,At/Below National
PROMEDICA TOLEDO HOSPITAL,OH,READM-30-CABG-HRRP,0.9194,9.9452,10.8168,25,-0.8716,At/Below National
PROMEDICA TOLEDO HOSPITAL,OH,READM-30-AMI-HRRP,0.8427,10.8826,12.9142,50,-2.0316,At/Below National
MERCY MEDICAL CENTER,OH,READM-30-PN-HRRP,0.9901,15.4663,15.6207,38,-0.1544,At/Below National
MERCY MEDICAL CENTER,OH,READM-30-HF-HRRP,1.0842,20.7242,19.1153,77,1.6089,Above National
MERCY MEDICAL CENTER,OH,READM-30-COPD-HRRP,1.0198,17.3574,17.0211,26,0.3363,Above National
MERCY MEDICAL CENTER,OH,READM-30-CABG-HRRP,1.1367,10.1132,8.8971,12,1.2161,Above National
MERCY MEDICAL CENTER,OH,READM-30-AMI-HRRP,0.8916,11.8669,13.3094,17,-1.4425,At/Below National
FAIRFIELD MEDICAL CENTER,OH,READM-30-PN-HRRP,1.0813,17.2644,15.9659,59,1.2985,Above National
FAIRFIELD MEDICAL CENTER,OH,READM-30-HF-HRRP,1.0262,19.5607,19.0605,74,0.5002,Above National
FAIRFIELD MEDICAL CENTER,OH,READM-30-COPD-HRRP,1.0331,18.0263,17.4481,24,0.5782,Above National
FAIRFIELD MEDICAL CENTER,OH,READM-30-CABG-HRRP,1.1474,11.2028,9.7633,12,1.4395,Above National
FAIRFIELD MEDICAL CENTER,OH,READM-30-AMI-HRRP,1.1319,12.4974,11.0409,25,1.4565,Above National
UH REGIONAL HOSPITALS,OH,READM-30-PN-HRRP,0.9578,16.8924,17.636,34,-0.7436,At/Below National
UH REGIONAL HOSPITALS,OH,READM-30-HF-HRRP,1.0368,21.1945,20.4432,63,0.7513,Above National
UH REGIONAL HOSPITALS,OH,READM-30-COPD-HRRP,0.9902,18.8095,18.9964,15,-0.1869,At/Below National
ATRIUM MEDICAL CENTER,OH,READM-30-PN-HRRP,0.9881,16.2415,16.4377,38,-0.1962,At/Below National
ATRIUM MEDICAL CENTER,OH,READM-30-HF-HRRP,1.0391,20.2323,19.4719,63,0.7604,Above National
ATRIUM MEDICAL CENTER,OH,READM-30-COPD-HRRP,0.9754,16.3424,16.7546,15,-0.4122,At/Below National
ATRIUM MEDICAL CENTER,OH,READM-30-AMI-HRRP,1.1127,14.7271,13.236,24,1.4911,Above National
FAIRVIEW HOSPITAL,OH,READM-30-PN-HRRP,1.0892,18.534,17.0164,91,1.5176,Above National
FAIRVIEW HOSPITAL,OH,READM-30-HF-HRRP,0.9513,19.273,20.2587,147,-0.9857,At/Below National
FAIRVIEW HOSPITAL,OH,READM-30-COPD-HRRP,0.9127,17.3402,18.9985,36,-1.6583,At/Below National
FAIRVIEW HOSPITAL,OH,READM-30-CABG-HRRP,1.0058,10.1977,10.1388,11,0.0589,Above National
FAIRVIEW HOSPITAL,OH,READM-30-AMI-HRRP,1.0541,14.5363,13.7904,45,0.7459,Above National
UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,OH,READM-30-PN-HRRP,0.9753,16.692,17.1154,28,-0.4234,At/Below National
UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,OH,READM-30-HF-HRRP,1.017,20.2697,19.9301,46,0.3396,Above National
UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,OH,READM-30-AMI-HRRP,1.0216,13.1456,12.868,11,0.2776,Above National
KETTERING HEALTH MAIN CAMPUS,OH,READM-30-PN-HRRP,0.9158,15.7192,17.1651,47,-1.4459,At/Below National
KETTERING HEALTH MAIN CAMPUS,OH,READM-30-HF-HRRP,1.1483,23.4564,20.4268,170,3.0296,Above National
KETTERING HEALTH MAIN CAMPUS,OH,READM-30-COPD-HRRP,1.0886,22.1608,20.3573,36,1.8035,Above National
KETTERING HEALTH MAIN CAMPUS,OH,READM-30-CABG-HRRP,1.1794,13.5574,11.4956,21,2.0618,Above National
KETTERING HEALTH MAIN CAMPUS,OH,READM-30-AMI-HRRP,1.0224,13.4404,13.1457,36,0.2947,Above National
EAST OHIO REGIONAL HOSPITAL,OH,READM-30-PN-HRRP,1.0093,15.9582,15.811,11,0.1472,Above National
EAST OHIO REGIONAL HOSPITAL,OH,READM-30-HF-HRRP,1.0562,19.464,18.4277,12,1.0363,Above National
EUCLID HOSPITAL,OH,READM-30-PN-HRRP,1.0144,18.0967,17.8398,20,0.2569,Above National
EUCLID HOSPITAL,OH,READM-30-HIP-KNEE-HRRP,1.1622,5.9524,5.1218,12,0.8306,Above National
EUCLID HOSPITAL,OH,READM-30-HF-HRRP,1.0076,19.1008,18.9575,33,0.1433,Above National
EUCLID HOSPITAL,OH,READM-30-COPD-HRRP,0.9734,17.0648,17.531,11,-0.4662,At/Below National
AULTMAN HOSPITAL,OH,READM-30-PN-HRRP,0.8887,14.1522,15.9244,51,-1.7722,At/Below National
AULTMAN HOSPITAL,OH,READM-30-HF-HRRP,0.9077,17.0012,18.7307,94,-1.7295,At/Below National
AULTMAN HOSPITAL,OH,READM-30-COPD-HRRP,0.9932,18.2162,18.3409,28,-0.1247,At/Below National
AULTMAN HOSPITAL,OH,READM-30-CABG-HRRP,0.9412,8.7414,9.2872,11,-0.5458,At/Below National
AULTMAN HOSPITAL,OH,READM-30-AMI-HRRP,0.9849,11.8544,12.0361,39,-0.1817,At/Below National
OHIO STATE UNIVERSITY STATE HEALTH SYSTEM,OH,READM-30-PN-HRRP,1.0039,17.996,17.9257,62,0.0703,Above National
OHIO STATE UNIVERSITY STATE HEALTH SYSTEM,OH,READM-30-HIP-KNEE-HRRP,1.1898,6.7693,5.6893,15,1.08,Above National
OHIO STATE UNIVERSITY STATE HEALTH SYSTEM,OH,READM-30-HF-HRRP,0.9738,20.7815,21.3412,187,-0.5597,At/Below National
OHIO STATE UNIVERSITY STATE HEALTH SYSTEM,OH,READM-30-COPD-HRRP,1.0303,20.6201,20.014,45,0.6061,Above National
OHIO STATE UNIVERSITY STATE HEALTH SYSTEM,OH,READM-30-CABG-HRRP,1.022,10.3812,10.1573,14,0.2239,Above National
OHIO STATE UNIVERSITY STATE HEALTH SYSTEM,OH,READM-30-AMI-HRRP,0.9942,14.1666,14.2496,34,-0.083,At/Below National
SPRINGFIELD REGIONAL MEDICAL CENTER,OH,READM-30-PN-HRRP,1.0184,16.8875,16.5827,59,0.3048,Above National
SPRINGFIELD REGIONAL MEDICAL CENTER,OH,READM-30-HF-HRRP,1.0299,21.2745,20.6576,77,0.6169,Above National
SPRINGFIELD REGIONAL MEDICAL CENTER,OH,READM-30-COPD-HRRP,1.0089,19.6456,19.4731,31,0.1725,Above National
SPRINGFIELD REGIONAL MEDICAL CENTER,OH,READM-30-AMI-HRRP,1.0266,14.6868,14.3065,17,0.3803,Above National
MERCY HEALTH - TIFFIN HOSPITAL,OH,READM-30-PN-HRRP,0.9845,14.8758,15.1095,25,-0.2337,At/Below National
MERCY HEALTH - TIFFIN HOSPITAL,OH,READM-30-HF-HRRP,0.9774,18.4259,18.8527,36,-0.4268,At/Below National
MEDINA HOSPITAL,OH,READM-30-PN-HRRP,0.9452,15.5019,16.4009,72,-0.899,At/Below National
MEDINA HOSPITAL,OH,READM-30-HF-HRRP,1.0086,20.0442,19.8725,88,0.1717,Above National
MEDINA HOSPITAL,OH,READM-30-COPD-HRRP,0.9451,16.623,17.5894,21,-0.9664,At/Below National
MEMORIAL HOSPITAL,OH,READM-30-HF-HRRP,0.9098,17.8824,19.6559,17,-1.7735,At/Below National
BLANCHARD VALLEY HOSPITAL,OH,READM-30-PN-HRRP,0.9722,14.5907,15.0078,33,-0.4171,At/Below National
BLANCHARD VALLEY HOSPITAL,OH,READM-30-HF-HRRP,0.8384,15.5765,18.58,38,-3.0035,At/Below National
BLANCHARD VALLEY HOSPITAL,OH,READM-30-COPD-HRRP,0.9812,15.8136,16.1165,15,-0.3029,At/Below National
BLANCHARD VALLEY HOSPITAL,OH,READM-30-AMI-HRRP,1.0459,12.5852,12.0324,22,0.5528,Above National
EAST LIVERPOOL CITY HOSPITAL,OH,READM-30-PN-HRRP,0.9953,17.7738,17.8579,37,-0.0841,At/Below National
EAST LIVERPOOL CITY HOSPITAL,OH,READM-30-HF-HRRP,1.0455,22.2919,21.321,40,0.9709,Above National
EAST LIVERPOOL CITY HOSPITAL,OH,READM-30-COPD-HRRP,1.0609,20.9139,19.7128,14,1.2011,Above National
LAKE HEALTH,OH,READM-30-PN-HRRP,1.0034,15.6748,15.6222,67,0.0526,Above National
LAKE HEALTH,OH,READM-30-HF-HRRP,1.0699,19.9213,18.6189,141,1.3024,Above National
LAKE HEALTH,OH,READM-30-COPD-HRRP,0.9646,16.2127,16.8078,28,-0.5951,At/Below National
LAKE HEALTH,OH,READM-30-AMI-HRRP,1.0287,13.0905,12.7255,27,0.365,Above National
BELLEVUE HOSPITAL,OH,READM-30-PN-HRRP,1.0463,16.808,16.0635,15,0.7445,Above National
COSHOCTON REGIONAL MEDICAL CENTER,OH,READM-30-PN-HRRP,0.9407,16.3131,17.3423,20,-1.0292,At/Below National
COSHOCTON REGIONAL MEDICAL CENTER,OH,READM-30-HF-HRRP,1.007,18.8367,18.7067,18,0.13,Above National
MERCY ST VINCENT MEDICAL CENTER,OH,READM-30-PN-HRRP,1.049,18.4607,17.599,84,0.8617,Above National
MERCY ST VINCENT MEDICAL CENTER,OH,READM-30-HF-HRRP,1.0612,21.4465,20.2104,122,1.2361,Above National
MERCY ST VINCENT MEDICAL CENTER,OH,READM-30-COPD-HRRP,1.0042,19.1377,19.0581,46,0.0796,Above National
MERCY ST VINCENT MEDICAL CENTER,OH,READM-30-CABG-HRRP,1.2408,14.7651,11.8999,26,2.8652,Above National
MERCY ST VINCENT MEDICAL CENTER,OH,READM-30-AMI-HRRP,1.2809,18.2698,14.2635,75,4.0063,Above National
OHIOHEALTH MANSFIELD HOSPITAL,OH,READM-30-PN-HRRP,0.9277,15.4608,16.6659,58,-1.2051,At/Below National
OHIOHEALTH MANSFIELD HOSPITAL,OH,READM-30-HF-HRRP,0.9234,18.6018,20.1459,106,-1.5441,At/Below National
OHIOHEALTH MANSFIELD HOSPITAL,OH,READM-30-COPD-HRRP,1.007,18.2756,18.1483,22,0.1273,Above National
OHIOHEALTH MANSFIELD HOSPITAL,OH,READM-30-AMI-HRRP,1.0374,13.4109,12.928,35,0.4829,Above National
COMMUNITY HOSPITALS AND WELLNESS CENTERS,OH,READM-30-HF-HRRP,1.0399,19.3821,18.6385,20,0.7436,Above National
UH ST JOHN MEDICAL CENTER,OH,READM-30-PN-HRRP,0.9575,16.7154,17.4566,54,-0.7412,At/Below National
UH ST JOHN MEDICAL CENTER,OH,READM-30-HF-HRRP,1.0183,20.6134,20.2427,72,0.3707,Above National
UH ST JOHN MEDICAL CENTER,OH,READM-30-COPD-HRRP,0.964,19.328,20.05,18,-0.722,At/Below National
UH ST JOHN MEDICAL CENTER,OH,READM-30-AMI-HRRP,0.963,13.345,13.8584,15,-0.5134,At/Below National
ASHTABULA COUNTY MEDICAL CENTER,OH,READM-30-PN-HRRP,1.1317,19.1832,16.951,51,2.2322,Above National
ASHTABULA COUNTY MEDICAL CENTER,OH,READM-30-HF-HRRP,1.1029,21.7758,19.7444,61,2.0314,Above National
ASHTABULA COUNTY MEDICAL CENTER,OH,READM-30-COPD-HRRP,1.0213,19.7389,19.3275,25,0.4114,Above National
FORT HAMILTON HUGHES MEMORIAL HOSPITAL,OH,READM-30-PN-HRRP,1.0531,17.2628,16.3918,37,0.871,Above National
FORT HAMILTON HUGHES MEMORIAL HOSPITAL,OH,READM-30-HF-HRRP,0.9913,20.0081,20.1845,58,-0.1764,At/Below National
FORT HAMILTON HUGHES MEMORIAL HOSPITAL,OH,READM-30-COPD-HRRP,1.1827,21.1685,17.8987,29,3.2698,Above National
KETTERING HEALTH DAYTON,OH,READM-30-PN-HRRP,0.9592,16.3804,17.0778,44,-0.6974,At/Below National
KETTERING HEALTH DAYTON,OH,READM-30-HF-HRRP,0.9213,18.7751,20.3785,59,-1.6034,At/Below National
KETTERING HEALTH DAYTON,OH,READM-30-COPD-HRRP,1.1224,21.7638,19.3902,38,2.3736,Above National
KETTERING HEALTH DAYTON,OH,READM-30-CABG-HRRP,1.1248,13.7509,12.2247,11,1.5262,Above National
KETTERING HEALTH DAYTON,OH,READM-30-AMI-HRRP,1.0312,13.3896,12.984,19,0.4056,Above National
GOOD SAMARITAN HOSPITAL,OH,READM-30-PN-HRRP,0.9779,16.321,16.6898,37,-0.3688,At/Below National
GOOD SAMARITAN HOSPITAL,OH,READM-30-HF-HRRP,0.9133,16.677,18.2598,55,-1.5828,At/Below National
GOOD SAMARITAN HOSPITAL,OH,READM-30-COPD-HRRP,0.9722,16.8681,17.3507,15,-0.4826,At/Below National
GOOD SAMARITAN HOSPITAL,OH,READM-30-AMI-HRRP,1.0831,14.6151,13.4937,18,1.1214,Above National
UH CLEVELAND MEDICAL CENTER,OH,READM-30-PN-HRRP,1.0592,19.1277,18.0592,35,1.0685,Above National
UH CLEVELAND MEDICAL CENTER,OH,READM-30-HF-HRRP,0.9977,20.6762,20.7248,60,-0.0486,At/Below National
UH CLEVELAND MEDICAL CENTER,OH,READM-30-CABG-HRRP,1.0238,12.4693,12.1796,21,0.2897,Above National
UH CLEVELAND MEDICAL CENTER,OH,READM-30-AMI-HRRP,1.0228,14.6209,14.2957,22,0.3252,Above National
MARYMOUNT HOSPITAL,OH,READM-30-PN-HRRP,1.1325,19.3209,17.0612,61,2.2597,Above National
MARYMOUNT HOSPITAL,OH,READM-30-HF-HRRP,0.9761,19.2236,19.6936,80,-0.47,At/Below National
MARYMOUNT HOSPITAL,OH,READM-30-COPD-HRRP,0.9776,18.1186,18.5339,18,-0.4153,At/Below National
SOUTH POINTE HOSPITAL,OH,READM-30-PN-HRRP,1.1159,18.9024,16.9398,46,1.9626,Above National
SOUTH POINTE HOSPITAL,OH,READM-30-HF-HRRP,1.0598,21.0363,19.8486,50,1.1877,Above National
SOUTH POINTE HOSPITAL,OH,READM-30-COPD-HRRP,0.9586,18.6179,19.4217,13,-0.8038,At/Below National
UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,OH,READM-30-PN-HRRP,1.1347,19.3479,17.0518,73,2.2961,Above National
UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,OH,READM-30-HF-HRRP,1.0126,21.5782,21.3091,76,0.2691,Above National
UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,OH,READM-30-COPD-HRRP,0.9711,19.3624,19.9393,27,-0.5769,At/Below National
UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,OH,READM-30-AMI-HRRP,0.9911,13.2117,13.3297,19,-0.118,At/Below National
MARIETTA MEMORIAL HOSPITAL,OH,READM-30-PN-HRRP,1.0407,18.5669,17.8409,70,0.726,Above National
MARIETTA MEMORIAL HOSPITAL,OH,READM-30-HF-HRRP,1.0197,21.5279,21.1128,100,0.4151,Above National
MARIETTA MEMORIAL HOSPITAL,OH,READM-30-COPD-HRRP,1.1073,22.3407,20.1755,41,2.1652,Above National
MARIETTA MEMORIAL HOSPITAL,OH,READM-30-AMI-HRRP,1.0513,13.6686,13.0022,20,0.6664,Above National
POMERENE HOSPITAL,OH,READM-30-PN-HRRP,1.0138,13.9426,13.7531,14,0.1895,Above National
SUMMA WESTERN RESERVE HOSPITAL,OH,READM-30-HF-HRRP,0.9767,18.5271,18.9684,13,-0.4413,At/Below National
SUMMA WESTERN RESERVE HOSPITAL,OH,READM-30-COPD-HRRP,1.0303,19.5314,18.9574,13,0.574,Above National
DOCTORS HOSPITAL,OH,READM-30-PN-HRRP,1.0727,18.0775,16.852,35,1.2255,Above National
DOCTORS HOSPITAL,OH,READM-30-HF-HRRP,0.9491,18.9805,19.9976,36,-1.0171,At/Below National
DOCTORS HOSPITAL,OH,READM-30-COPD-HRRP,0.9907,19.9927,20.1805,12,-0.1878,At/Below National
SOUTHWEST GENERAL HEALTH CENTER,OH,READM-30-PN-HRRP,1.1726,19.4851,16.6166,97,2.8685,Above National
SOUTHWEST GENERAL HEALTH CENTER,OH,READM-30-HF-HRRP,1.1374,22.4397,19.7281,99,2.7116,Above National
SOUTHWEST GENERAL HEALTH CENTER,OH,READM-30-COPD-HRRP,1.0273,19.3679,18.8535,41,0.5144,Above National
SOUTHWEST GENERAL HEALTH CENTER,OH,READM-30-AMI-HRRP,1.017,13.064,12.8459,20,0.2181,Above National
MEMORIAL HOSPITAL,OH,READM-30-HF-HRRP,0.9722,17.9342,18.4468,16,-0.5126,At/Below National
ADENA REGIONAL MEDICAL CENTER,OH,READM-30-PN-HRRP,0.9214,17.1283,18.589,56,-1.4607,At/Below National
ADENA REGIONAL MEDICAL CENTER,OH,READM-30-HF-HRRP,0.961,21.3486,22.2159,84,-0.8673,At/Below National
ADENA REGIONAL MEDICAL CENTER,OH,READM-30-COPD-HRRP,0.998,20.3328,20.3735,32,-0.0407,At/Below National
ADENA REGIONAL MEDICAL CENTER,OH,READM-30-AMI-HRRP,1.1358,18.1179,15.9516,43,2.1663,Above National
MH ST JOSEPH WARREN HOSPITAL,OH,READM-30-PN-HRRP,0.9674,17.2367,17.8178,42,-0.5811,At/Below National
MH ST JOSEPH WARREN HOSPITAL,OH,READM-30-HF-HRRP,0.9864,19.847,20.1208,54,-0.2738,At/Below National
MH ST JOSEPH WARREN HOSPITAL,OH,READM-30-COPD-HRRP,1.0329,19.1321,18.5232,20,0.6089,Above National
CHRIST HOSPITAL,OH,READM-30-PN-HRRP,0.9992,16.8759,16.8894,85,-0.0135,At/Below National
CHRIST HOSPITAL,OH,READM-30-HF-HRRP,0.9179,17.6585,19.2387,150,-1.5802,At/Below National
CHRIST HOSPITAL,OH,READM-30-COPD-HRRP,1.0592,19.4969,18.4069,33,1.09,Above National
CHRIST HOSPITAL,OH,READM-30-CABG-HRRP,0.9295,8.808,9.4762,12,-0.6682,At/Below National
CHRIST HOSPITAL,OH,READM-30-AMI-HRRP,0.9159,12.317,13.4483,36,-1.1313,At/Below National
BERGER HOSPITAL,OH,READM-30-PN-HRRP,0.9279,14.2488,15.3555,11,-1.1067,At/Below National
BERGER HOSPITAL,OH,READM-30-HF-HRRP,1.0666,21.3816,20.0468,26,1.3348,Above National
